Data,Position,Conference,Conference Type,Receiving Team,Player,From School,Departing Conference
LB Taylor Milton (from New Mexico State),LB,Sun Belt,Non Power 5,South Alabama,Taylor Milton,New Mexico State,Independents
LB Gavin Forsha (from Kansas State),LB,Sun Belt,Non Power 5,South Alabama,Gavin Forsha,Kansas State,Big 12
DB Wesley Miller (from Mississippi State),DB,Sun Belt,Non Power 5,South Alabama,Wesley Miller,Mississippi State,SEC
DB Mike Harris (from Baylor),DB,Sun Belt,Non Power 5,South Alabama,Mike Harris,Baylor,Big 12
DB Jordan Buchanan (from Purdue),DB,Sun Belt,Non Power 5,South Alabama,Jordan Buchanan,Purdue,Big Ten
DB Jamarrien Burt (from Oklahoma),DB,Sun Belt,Non Power 5,South Alabama,Jamarrien Burt,Oklahoma,Big 12
P David Delgado (from San Diego State),P ,Sun Belt,Non Power 5,South Alabama,avid Delgado,San Diego State,Mountain West
QB Holman Edwards (from Houston),QB,Sun Belt,Non Power 5,Southern Miss,Holman Edwards,Houston,American Athletic Conference
QB Billy Wiles (from Clemson),QB,Sun Belt,Non Power 5,Southern Miss,Billy Wiles,Clemson,ACC
RB Rodrigues Clark (from Memphis),RB,Sun Belt,Non Power 5,Southern Miss,Rodrigues Clark,Memphis,American Athletic Conference
OL Gabe Cavazos (from Mississippi State),OL,Sun Belt,Non Power 5,Southern Miss,Gabe Cavazos,Mississippi State,SEC
DL Eric Thomas (from Arkansas),DL,Sun Belt,Non Power 5,Southern Miss,Eric Thomas,Arkansas,SEC
LB Kolbe Cage (from Arizona),LB,Sun Belt,Non Power 5,Southern Miss,Kolbe Cage,Arizona,Pac-12
DB M.J. Daniels (from Ole Miss),DB,Sun Belt,Non Power 5,Southern Miss,M.J. Daniels,Ole Miss,SEC
DB Elijah Sabbatini (from Ole Miss),DB,Sun Belt,Non Power 5,Southern Miss,Elijah Sabbatini,Ole Miss,SEC
DB Dylan Lawrence (from Mississippi State),DB,Sun Belt,Non Power 5,Southern Miss,Dylan Lawrence,Mississippi State,SEC
LS Brennen Milliron (from Troy),LS,Sun Belt,Non Power 5,Southern Miss,Brennen Milliron,Troy,Sun Belt
QB Malik Hornsby (from Arkansas),QB,Sun Belt,Non Power 5,Texas State,Malik Hornsby,Arkansas,SEC
QB T.J. Finley (from Auburn),QB,Sun Belt,Non Power 5,Texas State,T.J. Finley,Auburn,SEC
QB Karson Kaiser (from New Mexico State),QB,Sun Belt,Non Power 5,Texas State,Karson Kaiser,New Mexico State,Independents
RB Ismail Mahdi (from Houston Christian),RB,Sun Belt,Non Power 5,Texas State,Ismail Mahdi,Houston Christian,Southland
WR Kole Wilson (from Incarnate Word),WR,Sun Belt,Non Power 5,Texas State,Kole Wilson,Incarnate Word,Southland
WR Drew Donley (from Cincinnati),WR,Sun Belt,Non Power 5,Texas State,Drew Donley,Cincinnati,American Athletic Conference
WR Langston Anderson (from Oklahoma State),WR,Sun Belt,Non Power 5,Texas State,Langston Anderson,Oklahoma State,Big 12
WR Sean Shaw (from Iowa State),WR,Sun Belt,Non Power 5,Texas State,Sean Shaw,Iowa State,Big 12
WR Shadeed Ahmed (from Marshall),WR,Sun Belt,Non Power 5,Texas State,Shadeed Ahmed,Marshall,Sun Belt
WR Beau Corrales (from North Carolina),WR,Sun Belt,Non Power 5,Texas State,Beau Corrales,North Carolina,ACC
WR Joey Hobert (from Utah Tech),WR,Sun Belt,Non Power 5,Texas State,Joey Hobert,Utah Tech,#N/A
TE Konner Fox (from Kansas State),TE,Sun Belt,Non Power 5,Texas State,Konner Fox,Kansas State,Big 12
TE Simon Gonzalez (from SMU),TE,Sun Belt,Non Power 5,Texas State,Simon Gonzalez,SMU,American Athletic Conference
OL Nash Jones (from Incarnate Word),OL,Sun Belt,Non Power 5,Texas State,Nash Jones,Incarnate Word,Southland
OL Dorion Strawn (from Incarnate Word),OL,Sun Belt,Non Power 5,Texas State,Dorion Strawn,Incarnate Word,Southland
OL Alex Harkey (from Colorado),OL,Sun Belt,Non Power 5,Texas State,Alex Harkey,Colorado,Pac-12
OL Danny Valenzuela (from Arizona State),OL,Sun Belt,Non Power 5,Texas State,Danny Valenzuela,Arizona State,Pac-12
OL Marcus Alexander (from Oklahoma),OL,Sun Belt,Non Power 5,Texas State,Marcus Alexander,Oklahoma,Big 12
OL Brey Walker (from Oklahoma),OL,Sun Belt,Non Power 5,Texas State,Brey Walker,Oklahoma,Big 12
OL Chayse Todd (from Houston),OL,Sun Belt,Non Power 5,Texas State,Chayse Todd,Houston,American Athletic Conference
OL Emeka Obigbo (from Incarnate Word),OL,Sun Belt,Non Power 5,Texas State,Emeka Obigbo,Incarnate Word,Southland
OL Jimeto Obigbo (from Incarnate Word),OL,Sun Belt,Non Power 5,Texas State,Jimeto Obigbo,Incarnate Word,Southland
OL Caleb Johnson (from Incarnate Word),OL,Sun Belt,Non Power 5,Texas State,Caleb Johnson,Incarnate Word,Southland
DL Deven Wright (from Boise State),DL,Sun Belt,Non Power 5,Texas State,Deven Wright,Boise State,Mountain West
DL Jason Gold Jr. (from Northwestern),DL,Sun Belt,Non Power 5,Texas State,Jason Gold Jr.,Northwestern,Big Ten
DL Tavian Coleman (from Utah State),DL,Sun Belt,Non Power 5,Texas State,Tavian Coleman,Utah State,Mountain West
DL Chance Main (from Colorado),DL,Sun Belt,Non Power 5,Texas State,Chance Main,Colorado,Pac-12
DL Sam Latham (from Incarnate Word),DL,Sun Belt,Non Power 5,Texas State,Sam Latham,Incarnate Word,Southland
DL Christian Rorie (from Duke),DL,Sun Belt,Non Power 5,Texas State,Christian Rorie,Duke,ACC
DL Bryce Cage (from Southeastern Louisiana),DL,Sun Belt,Non Power 5,Texas State,Bryce Cage,Southeastern Louisiana,Southland
LB Victor Obi (from Baylor),LB,Sun Belt,Non Power 5,Texas State,Victor Obi,Baylor,Big 12
LB Dan Foster (from Marshall),LB,Sun Belt,Non Power 5,Texas State,Dan Foster,Marshall,Sun Belt
DB Joshua Eaton (from Oklahoma),DB,Sun Belt,Non Power 5,Texas State,Joshua Eaton,Oklahoma,Big 12
DB John Blunt Jr. (from Eastern Kentucky),DB,Sun Belt,Non Power 5,Texas State,John Blunt Jr.,Eastern Kentucky,UAC
DB Darius Jackson (from Missouri),DB,Sun Belt,Non Power 5,Texas State,Darius Jackson,Missouri,SEC
DB Jaylon Shelton (from West Virginia),DB,Sun Belt,Non Power 5,Texas State,Jaylon Shelton,West Virginia,Big 12
DB Kaleb Ford-Dement (from Washington State),DB,Sun Belt,Non Power 5,Texas State,Kaleb Ford-Dement,Washington State,Pac-12
DB Kaleb Culp (from Incarnate Word),DB,Sun Belt,Non Power 5,Texas State,Kaleb Culp,Incarnate Word,Southland
DB Caleb Coleman (from West Virginia),DB,Sun Belt,Non Power 5,Texas State,Caleb Coleman,West Virginia,Big 12
DB Shawn Holton (from Incarnate Word),DB,Sun Belt,Non Power 5,Texas State,Shawn Holton,Incarnate Word,Southland
LS Brady Radz (from Colorado State),LS,Sun Belt,Non Power 5,Texas State,Brady Radz,Colorado State,Mountain West
QB Will Crowder (from West Virginia),QB,Sun Belt,Non Power 5,Troy,Will Crowder,West Virginia,Big 12
RB Asa Martin (from Memphis),RB,Sun Belt,Non Power 5,Troy,Asa Martin,Memphis,American Athletic Conference
RB Jordon Ingram (from Auburn),RB,Sun Belt,Non Power 5,Troy,Jordon Ingram,Auburn,SEC
WR Chris Lewis (from Kentucky),WR,Sun Belt,Non Power 5,Troy,Chris Lewis,Kentucky,SEC
WR Landon Parker (from Wofford),WR,Sun Belt,Non Power 5,Troy,Landon Parker,Wofford,Southern
TE Brody Dalton (from UAB),TE,Sun Belt,Non Power 5,Troy,Brody Dalton,UAB,Conference USA
OL Tavon Matthews (from East Tennessee State),OL,Sun Belt,Non Power 5,Troy,Tavon Matthews,East Tennessee State,Southern
OL Colby Smith (from Auburn),OL,Sun Belt,Non Power 5,Troy,Colby Smith,Auburn,SEC
OL Braylun Smith (from Birmingham-Southern),OL,Sun Belt,Non Power 5,Troy,Braylun Smith,Birmingham-Southern,#N/A
OL Blake Austin (from East Tennessee State),OL,Sun Belt,Non Power 5,Troy,Blake Austin,East Tennessee State,Southern
OL Eli Russ (from Oklahoma State),OL,Sun Belt,Non Power 5,Troy,Eli Russ,Oklahoma State,Big 12
LB Zach Edwards (from Louisville),LB,Sun Belt,Non Power 5,Troy,Zach Edwards,Louisville,ACC
DB Reggie Bracy (from Iowa),DB,Sun Belt,Non Power 5,Troy,Reggie Bracy,Iowa,Big Ten
DB Damaje Yancey (from Southern Utah),DB,Sun Belt,Non Power 5,Troy,Damaje Yancey,Southern Utah,UAC
DB Donovan Callis (from East Central),DB,Sun Belt,Non Power 5,Troy,Donovan Callis,East Central,#N/A
DB Zion Alexander (from East Tennessee State),DB,Sun Belt,Non Power 5,Troy,Zion Alexander,East Tennessee State,Southern
DB Irshaad Davis (from Alabama State),DB,Sun Belt,Non Power 5,Troy,Irshaad Davis,Alabama State,SWAC
LS Will Spain (from Austin Peay),LS,Sun Belt,Non Power 5,Troy,Will Spain,Austin Peay,UAC
QB Hunter Herring (from Louisiana),QB,Sun Belt,Non Power 5,ULM,Hunter Herring,Louisiana,Sun Belt
RB Thad Franklin (from Miami),RB,Sun Belt,Non Power 5,ULM,Thad Franklin,Miami,ACC
RB Isaiah Woullard (from Ole Miss),RB,Sun Belt,Non Power 5,ULM,Isaiah Woullard,Ole Miss,SEC
WR Quaterrius Tolbert (from Middle Tennessee),WR,Sun Belt,Non Power 5,ULM,Quaterrius Tolbert,Middle Tennessee,Conference USA
WR NyNy Davis (from Utah State),WR,Sun Belt,Non Power 5,ULM,NyNy Davis,Utah State,Mountain West
WR Jaedyn McKinstry (from Bowling Green),WR,Sun Belt,Non Power 5,ULM,Jaedyn McKinstry,Bowling Green,MAC
DL Devante Keys (from Idaho),DL,Sun Belt,Non Power 5,ULM,Devante Keys,Idaho,Big Sky
DL Alvino Carbajal (from UAB),DL,Sun Belt,Non Power 5,ULM,Alvino Carbajal,UAB,Conference USA
DL Dylan Howell (from East Central),DL,Sun Belt,Non Power 5,ULM,Dylan Howell,East Central,#N/A
DL Adin Huntington (from Kent State),DL,Sun Belt,Non Power 5,ULM,Adin Huntington,Kent State,MAC
DL Donell Harris Jr. (from Texas A&M),DL,Sun Belt,Non Power 5,ULM,Donell Harris Jr.,Texas A&M,SEC
LB Trevell Johnson (from Texas),LB,Sun Belt,Non Power 5,ULM,Trevell Johnson,Texas,Big 12
LB Ja'Terious Evans (from Stephen F. Austin),LB,Sun Belt,Non Power 5,ULM,Ja'Terious Evans,Stephen F. Austin,UAC
DB Andrew Volmar (from FIU),DB,Sun Belt,Non Power 5,ULM,Andrew Volmar,FIU,Conference USA
DB Austin Goffney (from Lamar),DB,Sun Belt,Non Power 5,ULM,Austin Goffney,Lamar,Southland
QB Kedon Slovis (from Pitt),QB,Independents,Non Power 5,BYU,Kedon Slovis,Pitt,ACC
RB Aidan Robbins (from UNLV),RB,Independents,Non Power 5,BYU,Aidan Robbins,UNLV,Mountain West
RB Deion Smith (from Colorado),RB,Independents,Non Power 5,BYU,Deion Smith,Colorado,Pac-12
WR Keelan Marion (from UConn),WR,Independents,Non Power 5,BYU,Keelan Marion,UConn,Independents
WR Darius Lassiter (from Eastern Michigan),WR,Independents,Non Power 5,BYU,Darius Lassiter,Eastern Michigan,MAC
TE Mata'ava Ta'ase (from Southern Utah),TE,Independents,Non Power 5,BYU,Mata'ava Ta'ase,Southern Utah,UAC
OL Weylin Lapuaho (from Utah State),OL,Independents,Non Power 5,BYU,Weylin Lapuaho,Utah State,Mountain West
OL Paul Maile (from Utah),OL,Independents,Non Power 5,BYU,Paul Maile,Utah,Pac-12
OL Ian Fitzgerald (from Missouri State),OL,Independents,Non Power 5,BYU,Ian Fitzgerald,Missouri State,Missouri Valley
OL Jake Eichorn (from Weber State),OL,Independents,Non Power 5,BYU,Jake Eichorn,Weber State,Big Sky
OL Caleb Etienne (from Oklahoma State),OL,Independents,Non Power 5,BYU,Caleb Etienne,Oklahoma State,Big 12
OL Simi Moala (from Utah),OL,Independents,Non Power 5,BYU,Simi Moala,Utah,Pac-12
DL Isaiah Bagnah (from Boise State),DL,Independents,Non Power 5,BYU,Isaiah Bagnah,Boise State,Mountain West
DL Wyatt Dawe (from Southern Utah),DL,Independents,Non Power 5,BYU,Wyatt Dawe,Southern Utah,UAC
DL Nuuletau Sellesin (from Weber State),DL,Independents,Non Power 5,BYU,Nuuletau Sellesin,Weber State,Big Sky
DL Jackson Cravens (from Boise State),DL,Independents,Non Power 5,BYU,Jackson Cravens,Boise State,Mountain West
LB AJ Vongphachanh (from Utah State),LB,Independents,Non Power 5,BYU,AJ Vongphachanh,Utah State,Mountain West
LB Harrison Taggart (from Oregon),LB,Independents,Non Power 5,BYU,Harrison Taggart,Oregon,Pac-12
DB Eddie Heckard (from Weber State),DB,Independents,Non Power 5,BYU,Eddie Heckard,Weber State,Big Sky
DB Kamden Garrett (from Weber State),DB,Independents,Non Power 5,BYU,Kamden Garrett,Weber State,Big Sky
DB Crew Wakley (from Utah State),DB,Independents,Non Power 5,BYU,Crew Wakley,Utah State,Mountain West
DB Dylan Flowers (from Southern Utah),DB,Independents,Non Power 5,BYU,Dylan Flowers,Southern Utah,UAC
K Will Ferrin (from Boise State),K ,Independents,Non Power 5,BYU,Will Ferrin,Boise State,Mountain West
QB Trey Lowe (from Southern Miss),QB,Independents,Non Power 5,Liberty,Trey Lowe,Southern Miss,Sun Belt
RB Quinton Cooley (from Wake Forest),RB,Independents,Non Power 5,Liberty,Quinton Cooley,Wake Forest,ACC
RB James Jointer (from Arkansas),RB,Independents,Non Power 5,Liberty,James Jointer,Arkansas,SEC
RB Victor Venn (from Colorado),RB,Independents,Non Power 5,Liberty,Victor Venn,Colorado,Pac-12
RB Billy Lucas (from Duquesne),RB,Independents,Non Power 5,Liberty,Billy Lucas,Duquesne,Northeast
WR Errol Rogers (from Louisiana),WR,Independents,Non Power 5,Liberty,Errol Rogers,Louisiana,Sun Belt
WR Aaron Bedgood (from Coastal Carolina),WR,Independents,Non Power 5,Liberty,Aaron Bedgood,Coastal Carolina,Sun Belt
WR Victor Jones (from Nebraska),WR,Independents,Non Power 5,Liberty,Victor Jones,Nebraska,Big Ten
WR Reese Smith (from West Virginia),WR,Independents,Non Power 5,Liberty,Reese Smith,West Virginia,Big 12
WR Elijah Smoot (from UT Martin),WR,Independents,Non Power 5,Liberty,Elijah Smoot,UT Martin,Big South-OVC
TE Jacob Jenkins (from Coastal Carolina),TE,Independents,Non Power 5,Liberty,Jacob Jenkins,Coastal Carolina,Sun Belt
OL Jordan White (from West Virginia),OL,Independents,Non Power 5,Liberty,Jordan White,West Virginia,Big 12
OL Xavior Gray (from Akron),OL,Independents,Non Power 5,Liberty,Xavior Gray,Akron,MAC
OL Jack Tucker (from Texas Tech),OL,Independents,Non Power 5,Liberty,Jack Tucker,Texas Tech,Big 12
DL Grey Carroll (from Georgia Tech),DL,Independents,Non Power 5,Liberty,Grey Carroll,Georgia Tech,ACC
DL Bryson Jennings (from North Carolina),DL,Independents,Non Power 5,Liberty,Bryson Jennings,North Carolina,ACC
LB Chike Nwankwo (from Abilene Christian),LB,Independents,Non Power 5,Liberty,Chike Nwankwo,Abilene Christian,UAC
LB Nicholas Days (from Toledo),LB,Independents,Non Power 5,Liberty,Nicholas Days,Toledo,MAC
DB RJ Roderick (from South Carolina),DB,Independents,Non Power 5,Liberty,RJ Roderick,South Carolina,SEC
DB Brandon Bishop (from Louisiana),DB,Independents,Non Power 5,Liberty,Brandon Bishop,Louisiana,Sun Belt
DB Joshua Wiggins (from Colorado),DB,Independents,Non Power 5,Liberty,Joshua Wiggins,Colorado,Pac-12
DB Elijah Hopkins (from Coastal Carolina),DB,Independents,Non Power 5,Liberty,Elijah Hopkins,Coastal Carolina,Sun Belt
QB Eli Stowers (from Texas A&M),QB,Independents,Non Power 5,New Mexico State,Eli Stowers,Texas A&M,SEC
TE Tyler Devera (from Stony Brook),TE,Independents,Non Power 5,New Mexico State,Tyler Devera,Stony Brook,CAA
TE Ron Tiavaasue (from Utah State),TE,Independents,Non Power 5,New Mexico State,Ron Tiavaasue,Utah State,Mountain West
OL Jacob Golden (from Boise State),OL,Independents,Non Power 5,New Mexico State,Jacob Golden,Boise State,Mountain West
DL Dion Wilson (from Arizona),DL,Independents,Non Power 5,New Mexico State,Dion Wilson,Arizona,Pac-12
LB Jamari Buddin (from Penn State),LB,Independents,Non Power 5,New Mexico State,Jamari Buddin,Penn State,Big Ten
DB Keonte Glinton (from Wyoming),DB,Independents,Non Power 5,New Mexico State,Keonte Glinton,Wyoming,Mountain West
DB John Huggins (from Jackson State),DB,Independents,Non Power 5,New Mexico State,John Huggins,Jackson State,SWAC
DB Myles Rowser (from Campbell),DB,Independents,Non Power 5,New Mexico State,Myles Rowser,Campbell,CAA
S Jordan Vincent (from Eastern Illinois),S ,Independents,Non Power 5,New Mexico State,ordan Vincent,Eastern Illinois,Big South-OVC
P Zach Haynes (from Southeast Missouri State),P ,Independents,Non Power 5,New Mexico State,ach Haynes,Southeast Missouri State,Big South-OVC
QB Sam Hartman (from Wake Forest),QB,Independents,Non Power 5,Notre Dame,Sam Hartman,Wake Forest,ACC
RB Devyn Ford (from Penn State),RB,Independents,Non Power 5,Notre Dame,Devyn Ford,Penn State,Big Ten
WR Kaleb Smith (from Virginia Tech - opted to retire),WR,Independents,Non Power 5,Notre Dame,Kaleb Smith,Virginia Tech,ACC
DL Javontae Jean-Baptiste (from Ohio State),DL,Independents,Non Power 5,Notre Dame,Javontae Jean-Baptiste,Ohio State,Big Ten
DL Cole Aubrey (from Princeton),DL,Independents,Non Power 5,Notre Dame,Cole Aubrey,Princeton,Ivy
DB Thomas Harper (from Oklahoma State),DB,Independents,Non Power 5,Notre Dame,Thomas Harper,Oklahoma State,Big 12
DB Antonio Carter (from Rhode Island),DB,Independents,Non Power 5,Notre Dame,Antonio Carter,Rhode Island,CAA
K Spencer Shrader (from USF),K ,Independents,Non Power 5,Notre Dame,Spencer Shrader,USF,American Athletic Conference
P Ben Krimm (from Penn),P ,Independents,Non Power 5,Notre Dame,en Krimm,Penn,Ivy
QB Joe Fagnano (from Maine),QB,Independents,Non Power 5,UConn,Joe Fagnano,Maine,CAA
RB Jalen Mitchell (from Louisville),RB,Independents,Non Power 5,UConn,Jalen Mitchell,Louisville,ACC
WR Geordon Porter (from New Mexico),WR,Independents,Non Power 5,UConn,Geordon Porter,New Mexico,Mountain West
WR Brett Buckman (from Delaware),WR,Independents,Non Power 5,UConn,Brett Buckman,Delaware,CAA
WR James Burns (from Austin Peay),WR,Independents,Non Power 5,UConn,James Burns,Austin Peay,UAC
TE Louis Hansen (from Michigan),TE,Independents,Non Power 5,UConn,Louis Hansen,Michigan,Big Ten
TE Alex Honig (from TCU),TE,Independents,Non Power 5,UConn,Alex Honig,TCU,Big 12
DL Ray Eldridge (from Richmond),DL,Independents,Non Power 5,UConn,Ray Eldridge,Richmond,CAA
DL Raashaan Wilkins (from Illinois),DL,Independents,Non Power 5,UConn,Raashaan Wilkins,Illinois,Big Ten
LB Maurice Wilmer (from Nevada),LB,Independents,Non Power 5,UConn,Maurice Wilmer,Nevada,Mountain West
LB Eriq Gilyard (from Kansas),LB,Independents,Non Power 5,UConn,Eriq Gilyard,Kansas,Big 12
LB Kalen Villanueva (from Louisiana Tech),LB,Independents,Non Power 5,UConn,Kalen Villanueva,Louisiana Tech,Conference USA
LB Kevon Glenn (from Georgia Southern),LB,Independents,Non Power 5,UConn,Kevon Glenn,Georgia Southern,Sun Belt
DB Zakhari Spears (from Washington),DB,Independents,Non Power 5,UConn,Zakhari Spears,Washington,Pac-12
DB Mumu Bin-Wahad (from West Virginia),DB,Independents,Non Power 5,UConn,Mumu Bin-Wahad,West Virginia,Big 12
DB Torion White (from Southern Utah),DB,Independents,Non Power 5,UConn,Torion White,Southern Utah,UAC
DB Noah Plack (from Delaware),DB,Independents,Non Power 5,UConn,Noah Plack,Delaware,CAA
DB Armauni Archie (from Washington State),DB,Independents,Non Power 5,UConn,Armauni Archie,Washington State,Pac-12
QB Carlos Davis (from Western Carolina),QB,Independents,Non Power 5,UMass,Carlos Davis,Western Carolina,Southern
QB Taisun Phommachanh (from Georgia Tech),QB,Independents,Non Power 5,UMass,Taisun Phommachanh,Georgia Tech,ACC
RB Jackson Paradis (from Buffalo),RB,Independents,Non Power 5,UMass,Jackson Paradis,Buffalo,MAC
RB Jalen John (from Arizona),RB,Independents,Non Power 5,UMass,Jalen John,Arizona,Pac-12
WR Christian Wells (from Appalachian State),WR,Independents,Non Power 5,UMass,Christian Wells,Appalachian State,Sun Belt
WR Anthony Simpson (from Arizona),WR,Independents,Non Power 5,UMass,Anthony Simpson,Arizona,Pac-12
WR Shawn Harris Jr. (from Stony Brook),WR,Independents,Non Power 5,UMass,Shawn Harris Jr.,Stony Brook,CAA
WR Mark Pope (from Jackson State),WR,Independents,Non Power 5,UMass,Mark Pope,Jackson State,SWAC
TE Matt Smith (from Duke),TE,Independents,Non Power 5,UMass,Matt Smith,Duke,ACC
OL Marcellus Anderson (from Saginaw Valley State),OL,Independents,Non Power 5,UMass,Marcellus Anderson,Saginaw Valley State,#N/A
OL Parris Heath (from Albany),OL,Independents,Non Power 5,UMass,Parris Heath,Albany,CAA
OL Brandon MacKinnon (from Northern Illinois),OL,Independents,Non Power 5,UMass,Brandon MacKinnon,Northern Illinois,MAC
DL JB Brown (from Arizona),DL,Independents,Non Power 5,UMass,JB Brown,Arizona,Pac-12
DL Shambre Jackson (from Florida State),DL,Independents,Non Power 5,UMass,Shambre Jackson,Florida State,ACC
DL Jermaine Wiggins Jr. (from Arizona),DL,Independents,Non Power 5,UMass,Jermaine Wiggins Jr.,Arizona,Pac-12
LB Tyler Martin (from Arizona),LB,Independents,Non Power 5,UMass,Tyler Martin,Arizona,Pac-12
LB Jerry Roberts (from Arizona),LB,Independents,Non Power 5,UMass,Jerry Roberts,Arizona,Pac-12
LB Alexander Tsoumakas III (from Sacred Heart),LB,Independents,Non Power 5,UMass,Alexander Tsoumakas III,Sacred Heart,Northeast
DB Isaiah Rutherford (from Arizona),DB,Independents,Non Power 5,UMass,Isaiah Rutherford,Arizona,Pac-12
DB Dashaun Jerkins (from Ole Miss),DB,Independents,Non Power 5,UMass,Dashaun Jerkins,Ole Miss,SEC
DB Jerrod Cameron (from Coastal Carolina),DB,Independents,Non Power 5,UMass,Jerrod Cameron,Coastal Carolina,Sun Belt
DB Steven Ortiz (from Minnesota),DB,Independents,Non Power 5,UMass,Steven Ortiz,Minnesota,Big Ten
S Jalen Harrell (from Miami),S ,Independents,Non Power 5,UMass,alen Harrell,Miami,ACC
